X.chrom	chromStart	chromEnd	gene_id	score	strand	name	exonic_length
18	2774872	2774961	ENSG00000238425.1	.	+	snoU13	90
18	3424257	3424347	ENSG00000238863.1	.	-	snoU13	91
18	3572938	3573041	ENSG00000238445.1	.	-	snoU13	104
18	3811317	3811420	ENSG00000238790.1	.	+	snoU13	104
18	9277977	9278077	ENSG00000239087.1	.	+	snoU13	101
18	10389895	10389997	ENSG00000239031.1	.	-	snoU13	103
18	12533423	12533524	ENSG00000238309.1	.	-	snoU13	102
18	19840539	19840640	ENSG00000238907.1	.	+	snoU13	102
18	20481487	20481589	ENSG00000238537.1	.	-	snoU13	103
18	28652470	28652573	ENSG00000238376.1	.	+	snoU13	104
18	29674467	29674569	ENSG00000238982.1	.	+	snoU13	103
18	49072717	49072818	ENSG00000238885.1	.	+	snoU13	102
18	60861822	60861898	ENSG00000238988.1	.	-	snoU13	77
19	11549997	11550096	ENSG00000238349.1	.	+	snoU13	100
19	29421910	29422012	ENSG00000238514.1	.	+	snoU13	103
19	38839649	38839750	ENSG00000238838.1	.	-	snoU13	102
19	39540545	39540607	ENSG00000251709.1	.	-	snoU13	63
19	47451546	47451631	ENSG00000252071.1	.	+	snoU13	86
19	52172658	52172761	ENSG00000238486.1	.	+	snoU13	104
19	52637506	52637593	ENSG00000238630.1	.	-	snoU13	88
19	55678539	55678642	ENSG00000239137.1	.	+	snoU13	104
20	4863030	4863122	ENSG00000252058.1	.	+	snoU13	93
20	34304393	34304492	ENSG00000238549.1	.	+	snoU13	100
20	34708884	34708994	ENSG00000239089.1	.	+	snoU13	111
20	48556833	48556937	ENSG00000239157.1	.	-	snoU13	105
20	55050699	55050801	ENSG00000238294.1	.	+	snoU13	103
21	17080978	17081077	ENSG00000238591.1	.	+	snoU13	100
21	26842421	26842513	ENSG00000238314.1	.	-	snoU13	93
21	30761707	30761810	ENSG00000239171.1	.	-	snoU13	104
21	37630724	37630829	ENSG00000238851.1	.	-	snoU13	106
21	39559551	39559656	ENSG00000238581.1	.	-	snoU13	106
21	40717300	40717383	ENSG00000238556.1	.	-	snoU13	84
21	43024746	43024843	ENSG00000252771.1	.	-	snoU13	98
22	18124172	18124285	ENSG00000251737.1	.	-	snoU13	114
22	20434077	20434153	ENSG00000271796.1	.	-	snoU13	77
22	21765339	21765415	ENSG00000252402.1	.	+	snoU13	77
22	21878047	21878123	ENSG00000252799.1	.	-	snoU13	77
22	22872116	22872211	ENSG00000239066.1	.	+	snoU13	96
22	32349391	32349493	ENSG00000238910.1	.	+	snoU13	103
22	37344522	37344599	ENSG00000239056.1	.	+	snoU13	78
22	38181533	38181614	ENSG00000238569.1	.	+	snoU13	82
22	41310883	41310986	ENSG00000238887.1	.	+	snoU13	104
22	42472062	42472165	ENSG00000238498.1	.	-	snoU13	104
X	2729941	2730021	ENSG00000251848.1	.	+	snoU13	81
X	17376053	17376156	ENSG00000238764.1	.	+	snoU13	104
X	23525328	23525430	ENSG00000238327.1	.	-	snoU13	103
X	32866024	32866122	ENSG00000238969.1	.	-	snoU13	99
X	40144349	40144452	ENSG00000238920.1	.	+	snoU13	104
X	47138526	47138629	ENSG00000238729.1	.	+	snoU13	104
X	47941136	47941239	ENSG00000238473.1	.	+	snoU13	104
X	48420090	48420189	ENSG00000239017.1	.	-	snoU13	100
X	70660367	70660477	ENSG00000252525.1	.	-	snoU13	111
X	112244247	112244356	ENSG00000238811.1	.	-	snoU13	110
X	119678170	119678273	ENSG00000272179.1	.	+	snoU13	104
X	123267134	123267227	ENSG00000239058.1	.	+	snoU13	94
X	124062368	124062466	ENSG00000238626.1	.	+	snoU13	99
X	135216476	135216579	ENSG00000239080.1	.	-	snoU13	104
X	138784446	138784549	ENSG00000238485.1	.	-	snoU13	104
X	141961746	141961849	ENSG00000239188.1	.	-	snoU13	104
X	152616931	152617034	ENSG00000239037.1	.	+	snoU13	104
4	111354265	111354344	ENSG00000199894.1	.	-	snoU2_19	80
7	62636318	62636397	ENSG00000199231.1	.	-	snoU2_19	80
X	20154424	20154503	ENSG00000201592.1	.	-	snoU2_19	80
5	131415759	131415826	ENSG00000253067.1	.	+	snoZ6	68
19	45229248	45229322	ENSG00000252200.1	.	-	snoZ6	75
21	45857004	45857058	ENSG00000266692.1	.	+	snoZ6	55
21	45858918	45858993	ENSG00000264452.1	.	+	snoZ6	76
2	146092638	146092740	ENSG00000253036.1	.	+	snR65	103
13	96366931	96367032	ENSG00000251901.1	.	-	snR65	102
18	5558188	5558272	ENSG00000252576.1	.	-	snR65	85
15	25200133	25223729	ENSG00000273173.1	.	+	SNURF	1689
15	25200181	25245423	ENSG00000214265.7	.	+	SNURF	1590
16	29262829	29519817	ENSG00000198106.7	.	+	SNX29P2	9173
16	29362067	29381593	ENSG00000271699.1	.	+	SNX29P2	2113
6	127759551	127840500	ENSG00000214338.6	.	-	SOGA3	12397
6	127759551	127840146	ENSG00000255330.4	.	-	SOGA3	11464
8	10581278	10697357	ENSG00000171056.6	.	-	SOX7	3701
8	10582909	10697357	ENSG00000258724.1	.	-	SOX7	1753
X	154997474	155012121	ENSG00000168939.6	.	+	SPRY3	9019
Y	59100480	59115127	ENSGR0000168939.6	.	+	SPRY3	9019
11	94800056	94804388	ENSG00000180771.10	.	+	SRSF8	4331
11	94800361	94802388	ENSG00000271885.1	.	+	SRSF8	2028
6	32781544	32806599	ENSG00000250264.1	.	-	TAP2	2705
6	32789610	32806557	ENSG00000204267.9	.	-	TAP2	6385
X	155208657	155208990	ENSG00000228410.1	.	-	TCEB1P24	334
Y	59311663	59311996	ENSGR0000228410.1	.	-	TCEB1P24	334
11	6502677	6505909	ENSG00000132286.7	.	+	TIMM10B	3041
11	6502715	6530208	ENSG00000265264.1	.	+	TIMM10B	884
3	52255096	52273183	ENSG00000239732.2	.	-	TLR9	4903
3	52255097	52265206	ENSG00000173366.11	.	-	TLR9	3804
3	196042953	196065244	ENSG00000273331.1	.	-	TM4SF19	964
3	196046213	196065374	ENSG00000145107.11	.	-	TM4SF19	1896
14	24658349	24682679	ENSG00000100926.10	.	-	TM9SF1	4180
14	24658363	24682679	ENSG00000254692.1	.	-	TM9SF1	2740
12	66517697	66563765	ENSG00000228144.2	.	-	TMBIM4	984
12	66517709	66563852	ENSG00000155957.12	.	-	TMBIM4	4420
10	17794251	17842867	ENSG00000148483.7	.	+	TMEM236	5464
10	18041218	18089855	ENSG00000184040.7	.	+	TMEM236	5465
20	2795614	2800930	ENSG00000198326.8	.	+	TMEM239	4235
20	2795614	2798712	ENSG00000241690.3	.	+	TMEM239	1866
8	145575878	145578574	ENSG00000214597.4	.	-	TMEM249	2235
8	145576888	145579269	ENSG00000271698.1	.	-	TMEM249	1596
X	155215035	155215914	ENSG00000223484.2	.	-	TRPC6P	880
Y	59318041	59318920	ENSGR0000223484.2	.	-	TRPC6P	880
16	89985573	90002500	ENSG00000198211.8	.	+	TUBB3	2776
16	89987800	90005169	ENSG00000258947.2	.	+	TUBB3	6138
1	16860381	16862144	ENSG00000233421.3	.	-	U1	1563
1	17197440	17200587	ENSG00000228549.2	.	+	U1	2963
3	125879126	125879288	ENSG00000272020.1	.	-	U1	163
7	119646030	119646155	ENSG00000271739.1	.	-	U1	126
1	91123307	91123520	ENSG00000199666.1	.	+	U3	214
1	116821228	116821442	ENSG00000221040.1	.	+	U3	215
1	153970517	153970627	ENSG00000252669.1	.	-	U3	111
1	163892907	163893109	ENSG00000212538.1	.	+	U3	203
1	193700988	193701074	ENSG00000252241.1	.	-	U3	87
1	218715033	218715241	ENSG00000212610.1	.	-	U3	209
1	220136028	220136206	ENSG00000221673.1	.	+	U3	179
2	75855079	75855293	ENSG00000221638.1	.	+	U3	215
2	105149231	105149442	ENSG00000199727.1	.	+	U3	212
2	114763018	114763232	ENSG00000212182.1	.	-	U3	215
2	170672789	170672888	ENSG00000252981.1	.	+	U3	100
2	219484524	219484660	ENSG00000252805.1	.	+	U3	137
3	30345813	30346027	ENSG00000199927.1	.	-	U3	215
3	45296902	45297112	ENSG00000202268.1	.	-	U3	211
3	60842062	60842277	ENSG00000212211.1	.	-	U3	216
3	64057484	64057695	ENSG00000200222.1	.	-	U3	212
3	90079434	90079644	ENSG00000212598.1	.	+	U3	211
3	108737757	108737963	ENSG00000221633.1	.	-	U3	207
3	146671746	146671865	ENSG00000251800.1	.	-	U3	120
4	159621843	159622060	ENSG00000271817.1	.	+	U3	218
4	160428047	160428180	ENSG00000251979.1	.	-	U3	134
4	184097914	184098084	ENSG00000252048.1	.	-	U3	171
5	35429166	35429378	ENSG00000201368.1	.	+	U3	213
5	149075312	149075522	ENSG00000221043.1	.	-	U3	211
6	16148518	16148676	ENSG00000251793.1	.	-	U3	159
6	27983346	27983553	ENSG00000199851.1	.	+	U3	208
6	42379938	42380134	ENSG00000221252.1	.	-	U3	197
6	53012606	53012727	ENSG00000251930.1	.	-	U3	122
6	71836597	71836808	ENSG00000221345.1	.	-	U3	212
6	76108577	76108783	ENSG00000221332.1	.	-	U3	207
6	92829240	92829349	ENSG00000200492.1	.	+	U3	110
6	93500171	93500382	ENSG00000221455.1	.	+	U3	212
6	114102518	114102667	ENSG00000253091.1	.	-	U3	150
7	10262424	10262637	ENSG00000212422.1	.	+	U3	214
7	25304275	25304377	ENSG00000202233.1	.	+	U3	103
7	107640237	107640427	ENSG00000238297.1	.	-	U3	191
7	148086741	148086950	ENSG00000199370.1	.	+	U3	210
8	8916049	8916140	ENSG00000252543.1	.	-	U3	92
8	20472340	20472437	ENSG00000251944.1	.	-	U3	98
8	43233441	43233652	ENSG00000201329.1	.	+	U3	212
8	98370493	98370702	ENSG00000207215.1	.	+	U3	210
8	124192551	124192765	ENSG00000221461.1	.	-	U3	215
9	90989184	90989274	ENSG00000252299.1	.	+	U3	91
9	139496967	139497062	ENSG00000252440.1	.	+	U3	96
10	19887176	19887391	ENSG00000200545.1	.	+	U3	216
10	21774567	21774666	ENSG00000251749.1	.	+	U3	100
10	28696969	28697180	ENSG00000222666.1	.	-	U3	212
10	43912698	43912888	ENSG00000221400.1	.	-	U3	191
10	88505597	88505706	ENSG00000252189.1	.	-	U3	110
10	120545264	120545475	ENSG00000251836.1	.	-	U3	212
11	32103310	32103518	ENSG00000212551.1	.	+	U3	209
11	66762950	66763096	ENSG00000252709.1	.	-	U3	147
12	30052836	30052940	ENSG00000253052.1	.	+	U3	105
14	61073785	61073883	ENSG00000253014.1	.	+	U3	99
14	64118015	64118217	ENSG00000200693.1	.	-	U3	203
14	68212084	68212191	ENSG00000252792.1	.	-	U3	108
14	92181260	92181474	ENSG00000200042.1	.	-	U3	215
14	101611818	101612032	ENSG00000206761.1	.	-	U3	215
15	37144841	37145059	ENSG00000212511.1	.	+	U3	219
15	59052666	59052880	ENSG00000200318.1	.	-	U3	215
15	69750281	69750488	ENSG00000207119.1	.	-	U3	208
17	42102389	42102591	ENSG00000221044.1	.	-	U3	203
17	42381382	42381570	ENSG00000221496.1	.	+	U3	189
17	46459734	46459948	ENSG00000200538.1	.	-	U3	215
17	56709003	56709197	ENSG00000212195.1	.	-	U3	195
18	7995568	7995782	ENSG00000199856.1	.	+	U3	215
18	23879079	23879219	ENSG00000252921.1	.	-	U3	141
18	24267585	24283602	ENSG00000265369.2	.	-	U3	2598
18	54624501	54624699	ENSG00000212539.1	.	+	U3	199
19	50452574	50452784	ENSG00000221125.1	.	-	U3	211
19	57645418	57645635	ENSG00000252683.1	.	-	U3	218
20	3364876	3365086	ENSG00000201346.1	.	+	U3	211
20	16963477	16963678	ENSG00000212165.1	.	-	U3	202
20	55182733	55182849	ENSG00000252536.1	.	+	U3	117
21	30552747	30552960	ENSG00000212479.1	.	-	U3	214
X	54091278	54091399	ENSG00000252175.1	.	-	U3	122
X	68912800	68912998	ENSG00000212434.1	.	+	U3	199
X	70065931	70066145	ENSG00000199769.1	.	-	U3	215
X	71945976	71946190	ENSG00000202482.1	.	-	U3	215
X	113187479	113187691	ENSG00000201674.1	.	-	U3	213
X	121974279	121974497	ENSG00000212321.1	.	+	U3	219
X	150070594	150070709	ENSG00000253009.1	.	+	U3	116
3	196474063	196474195	ENSG00000272359.1	.	-	U4	133
10	111629616	111629750	ENSG00000272160.1	.	+	U4	135
1	180727858	180727953	ENSG00000272292.1	.	+	U6	96
1	202379236	202379335	ENSG00000272262.1	.	-	U6	100
6	77267370	77267471	ENSG00000272445.1	.	-	U6	102
7	132767589	132767692	ENSG00000272393.1	.	+	U6	104
7	140583872	140583978	ENSG00000271932.1	.	+	U6	107
9	90613144	90613250	ENSG00000271923.1	.	-	U6	107
10	12158279	12158378	ENSG00000272507.1	.	-	U6	100
12	51407917	51408024	ENSG00000272028.1	.	-	U6	108
14	99910643	99910749	ENSG00000272439.1	.	+	U6	107
15	50639620	50639726	ENSG00000271819.1	.	-	U6	107
15	52199397	52199502	ENSG00000272337.1	.	+	U6	106
17	20226314	20226650	ENSG00000266839.2	.	+	U6	337
3	17706455	17706517	ENSG00000271841.1	.	+	U7	63
12	112002625	112002687	ENSG00000272215.1	.	-	U7	63
1	234729021	234729148	ENSG00000212144.1	.	+	U8	128
2	86574185	86574318	ENSG00000202537.1	.	-	U8	134
2	186526501	186526633	ENSG00000212581.1	.	+	U8	133
3	41940603	41940745	ENSG00000212145.2	.	-	U8	143
3	135518536	135518622	ENSG00000253004.1	.	-	U8	87
3	153725156	153725291	ENSG00000201398.1	.	-	U8	136
3	180260489	180260624	ENSG00000201810.1	.	+	U8	136
5	15110895	15111029	ENSG00000202269.1	.	-	U8	135
5	68169781	68169914	ENSG00000212249.2	.	+	U8	134
6	155226215	155226291	ENSG00000238963.1	.	-	U8	77
8	72727729	72727860	ENSG00000200191.1	.	-	U8	132
9	38147425	38147558	ENSG00000200026.1	.	+	U8	134
10	5004628	5004760	ENSG00000238840.1	.	-	U8	133
10	5046902	5047034	ENSG00000239148.1	.	+	U8	133
10	5090055	5090173	ENSG00000251740.1	.	-	U8	119
10	5135600	5135735	ENSG00000239142.1	.	-	U8	136
10	5237847	5237936	ENSG00000251909.1	.	-	U8	90
11	123172098	123172231	ENSG00000200496.1	.	+	U8	134
12	74158059	74158193	ENSG00000201809.1	.	-	U8	135
12	103985890	103986021	ENSG00000212594.1	.	+	U8	132
15	30404401	30404533	ENSG00000207432.1	.	+	U8	133
15	30677162	30677294	ENSG00000238519.1	.	-	U8	133
15	30873387	30873519	ENSG00000207430.1	.	+	U8	133
15	30935128	30935255	ENSG00000252602.1	.	+	U8	128
15	32718489	32718621	ENSG00000206987.1	.	-	U8	133
18	56486115	56486248	ENSG00000199713.1	.	-	U8	134
4	70454135	70518965	ENSG00000173610.7	.	-	UGT2A1	3287
4	70454912	70518967	ENSG00000270386.1	.	-	UGT2A1	2376
19	1578338	1605444	ENSG00000267059.2	.	-	UQCR11	1002
19	1597171	1605480	ENSG00000127540.7	.	-	UQCR11	2143
X	155110956	155173433	ENSG00000124333.10	.	+	VAMP7	2667
Y	59213962	59276439	ENSGR0000124333.10	.	+	VAMP7	2667
2	65782566	65782668	ENSG00000251900.1	.	-	Vault	103
2	206872604	206872698	ENSG00000252485.1	.	-	Vault	95
17	26388993	26389094	ENSG00000252283.1	.	+	Vault	102
17	33424579	33424676	ENSG00000252328.1	.	-	Vault	98
X	155250491	155255375	ENSG00000182484.10	.	+	WASH6P	4618
Y	59353497	59358381	ENSGR0000182484.10	.	+	WASH6P	4618
X	155244288	155246502	ENSG00000185203.7	.	-	WASIR1	1054
Y	59347294	59349508	ENSGR0000185203.7	.	-	WASIR1	1054
1	8042941	8043043	ENSG00000200344.1	.	-	Y_RNA	103
1	8388127	8388239	ENSG00000252254.1	.	+	Y_RNA	113
1	8856633	8856731	ENSG00000222511.1	.	-	Y_RNA	99
1	11059919	11060002	ENSG00000207213.1	.	-	Y_RNA	84
1	12084069	12084181	ENSG00000202461.1	.	-	Y_RNA	113
1	17484692	17484779	ENSG00000252180.1	.	+	Y_RNA	88
1	23696747	23696839	ENSG00000201405.1	.	+	Y_RNA	93
1	24951902	24952004	ENSG00000239106.1	.	-	Y_RNA	103
1	26203987	26204096	ENSG00000207302.1	.	+	Y_RNA	110
1	26920431	26920532	ENSG00000252802.1	.	-	Y_RNA	102
1	27581955	27582058	ENSG00000252098.1	.	-	Y_RNA	104
1	28749066	28749166	ENSG00000206779.1	.	-	Y_RNA	101
1	29208238	29208347	ENSG00000199756.1	.	-	Y_RNA	110
1	29312222	29312322	ENSG00000206704.1	.	+	Y_RNA	101
1	32752053	32752162	ENSG00000252450.1	.	-	Y_RNA	110
1	33105552	33105653	ENSG00000200591.1	.	+	Y_RNA	102
1	35661570	35661663	ENSG00000201868.1	.	+	Y_RNA	94
1	38203627	38203726	ENSG00000200421.1	.	-	Y_RNA	100
1	39416497	39416597	ENSG00000207466.1	.	-	Y_RNA	101
1	40347238	40347350	ENSG00000202222.1	.	-	Y_RNA	113
1	40410562	40410670	ENSG00000207356.1	.	-	Y_RNA	109
1	44619057	44619152	ENSG00000200171.1	.	-	Y_RNA	96
1	50965430	50965529	ENSG00000202140.1	.	-	Y_RNA	100
1	51572894	51573003	ENSG00000200262.1	.	+	Y_RNA	110
1	52331305	52331381	ENSG00000212174.1	.	+	Y_RNA	77
1	55950544	55950645	ENSG00000272051.1	.	-	Y_RNA	102
1	59187951	59188044	ENSG00000222168.1	.	+	Y_RNA	94
1	62677229	62677338	ENSG00000200174.1	.	+	Y_RNA	110
1	63803934	63804043	ENSG00000252784.1	.	+	Y_RNA	110
1	64532312	64532413	ENSG00000200508.1	.	-	Y_RNA	102
1	85729979	85730085	ENSG00000223254.1	.	+	Y_RNA	107
1	85900858	85900967	ENSG00000199459.1	.	-	Y_RNA	110
1	89485929	89486048	ENSG00000202385.1	.	-	Y_RNA	120
1	91727182	91727281	ENSG00000206817.1	.	+	Y_RNA	100
1	93492967	93493063	ENSG00000251837.1	.	-	Y_RNA	97
1	93851268	93851374	ENSG00000207379.1	.	+	Y_RNA	107
1	95591067	95591165	ENSG00000206679.1	.	-	Y_RNA	99
1	100257218	100257309	ENSG00000202254.1	.	+	Y_RNA	92
1	111307030	111307128	ENSG00000199710.1	.	-	Y_RNA	99
1	111989420	111989530	ENSG00000199890.1	.	+	Y_RNA	111
1	115033346	115033454	ENSG00000201114.1	.	+	Y_RNA	109
1	115270341	115270445	ENSG00000201900.1	.	+	Y_RNA	105
1	116995158	116995249	ENSG00000200547.1	.	+	Y_RNA	92
1	146891926	146892027	ENSG00000207209.1	.	-	Y_RNA	102
1	147802396	147802519	ENSG00000252744.1	.	+	Y_RNA	124
1	150854927	150855011	ENSG00000212512.1	.	-	Y_RNA	85
1	151814212	151814313	ENSG00000201134.1	.	-	Y_RNA	102
1	153698728	153698829	ENSG00000199565.1	.	-	Y_RNA	102
1	153758196	153758297	ENSG00000207039.1	.	-	Y_RNA	102
1	155092966	155093074	ENSG00000202027.1	.	+	Y_RNA	109
1	156453890	156454002	ENSG00000206651.1	.	-	Y_RNA	113
1	160295894	160296006	ENSG00000202078.1	.	-	Y_RNA	113
1	161669296	161669397	ENSG00000199595.1	.	+	Y_RNA	102
1	164823468	164823569	ENSG00000201987.1	.	+	Y_RNA	102
1	165631822	165631924	ENSG00000206990.1	.	-	Y_RNA	103
1	171223045	171223161	ENSG00000206692.1	.	-	Y_RNA	117
1	171783652	171783766	ENSG00000252134.1	.	+	Y_RNA	115
1	173777627	173777760	ENSG00000252357.1	.	+	Y_RNA	134
1	174991615	174991716	ENSG00000206659.1	.	-	Y_RNA	102
1	180488152	180488255	ENSG00000206905.1	.	-	Y_RNA	104
1	184140848	184140957	ENSG00000199840.1	.	-	Y_RNA	110
1	184284792	184284899	ENSG00000207080.2	.	+	Y_RNA	108
1	185220445	185220543	ENSG00000201421.1	.	+	Y_RNA	99
1	185227043	185227147	ENSG00000206640.1	.	-	Y_RNA	105
1	185235667	185235759	ENSG00000252612.1	.	+	Y_RNA	93
1	185599560	185599660	ENSG00000207108.1	.	-	Y_RNA	101
1	185603205	185603314	ENSG00000201596.1	.	-	Y_RNA	110
1	197654770	197654870	ENSG00000207139.1	.	-	Y_RNA	101
1	202884008	202884108	ENSG00000199471.1	.	-	Y_RNA	101
1	206921325	206921437	ENSG00000199349.1	.	-	Y_RNA	113
1	211976359	211976446	ENSG00000212205.1	.	+	Y_RNA	88
1	236223977	236224072	ENSG00000252822.1	.	+	Y_RNA	96
1	240317951	240318072	ENSG00000202041.1	.	-	Y_RNA	122
1	240504685	240504777	ENSG00000252317.1	.	+	Y_RNA	93
1	240861620	240861729	ENSG00000199241.1	.	+	Y_RNA	110
1	246589308	246589421	ENSG00000207326.1	.	-	Y_RNA	114
1	247458137	247458243	ENSG00000202079.1	.	+	Y_RNA	107
1	248160302	248160398	ENSG00000199442.1	.	+	Y_RNA	97
1	248192422	248192523	ENSG00000200085.1	.	+	Y_RNA	102
1	248209090	248209191	ENSG00000200982.1	.	+	Y_RNA	102
1	248758226	248758334	ENSG00000201602.1	.	-	Y_RNA	109
2	9755396	9755502	ENSG00000207086.1	.	+	Y_RNA	107
2	20680605	20680716	ENSG00000200829.1	.	+	Y_RNA	112
2	25231714	25231815	ENSG00000207069.1	.	-	Y_RNA	102
2	25919945	25920057	ENSG00000201160.1	.	-	Y_RNA	113
2	29150109	29150206	ENSG00000222224.1	.	-	Y_RNA	98
2	29195280	29195387	ENSG00000200283.1	.	-	Y_RNA	108
2	33170406	33170518	ENSG00000206951.1	.	-	Y_RNA	113
2	39355967	39356068	ENSG00000202309.1	.	-	Y_RNA	102
2	42084411	42084512	ENSG00000207218.1	.	-	Y_RNA	102
2	42865101	42865188	ENSG00000194270.1	.	+	Y_RNA	88
2	43848017	43848123	ENSG00000207411.1	.	-	Y_RNA	107
2	52525133	52525234	ENSG00000202195.1	.	+	Y_RNA	102
2	55513154	55513264	ENSG00000206964.1	.	+	Y_RNA	111
2	62953771	62953875	ENSG00000252436.1	.	-	Y_RNA	105
2	65061190	65061291	ENSG00000199964.1	.	-	Y_RNA	102
2	69561732	69561824	ENSG00000252250.1	.	+	Y_RNA	93
2	82534191	82534292	ENSG00000201311.1	.	-	Y_RNA	102
2	85560018	85560119	ENSG00000239143.1	.	-	Y_RNA	102
2	85594708	85594809	ENSG00000202382.1	.	+	Y_RNA	102
2	85661630	85661742	ENSG00000207207.1	.	+	Y_RNA	113
2	85687267	85687375	ENSG00000199936.1	.	-	Y_RNA	109
2	86387079	86387189	ENSG00000200241.1	.	-	Y_RNA	111
2	113337061	113337161	ENSG00000207383.1	.	-	Y_RNA	101
2	120949821	120949933	ENSG00000202046.1	.	+	Y_RNA	113
2	121408849	121408950	ENSG00000201006.1	.	+	Y_RNA	102
2	121798186	121798286	ENSG00000201584.1	.	-	Y_RNA	101
2	122360649	122360740	ENSG00000222467.1	.	-	Y_RNA	92
2	128587321	128587426	ENSG00000200390.1	.	-	Y_RNA	106
2	128825374	128825475	ENSG00000200432.1	.	+	Y_RNA	102
2	129108403	129108501	ENSG00000252742.1	.	-	Y_RNA	99
2	136567739	136567849	ENSG00000200664.1	.	-	Y_RNA	111
2	138472902	138473011	ENSG00000222394.1	.	+	Y_RNA	110
2	141750112	141750228	ENSG00000201892.1	.	+	Y_RNA	117
2	144654831	144654929	ENSG00000200287.1	.	+	Y_RNA	99
2	148229701	148229811	ENSG00000207161.1	.	-	Y_RNA	111
2	153140864	153140974	ENSG00000199884.1	.	-	Y_RNA	111
2	160392755	160392857	ENSG00000207117.1	.	-	Y_RNA	103
2	166980004	166980107	ENSG00000238813.1	.	-	Y_RNA	104
2	171639677	171639781	ENSG00000222509.1	.	+	Y_RNA	105
2	173422879	173422980	ENSG00000199866.1	.	-	Y_RNA	102
2	175129606	175129709	ENSG00000201088.1	.	-	Y_RNA	104
2	175842531	175842625	ENSG00000201425.1	.	+	Y_RNA	95
2	176041227	176041318	ENSG00000200121.1	.	-	Y_RNA	92
2	178059711	178059823	ENSG00000201102.1	.	+	Y_RNA	113
2	183692851	183692948	ENSG00000212404.1	.	+	Y_RNA	98
2	183887587	183887699	ENSG00000202141.1	.	-	Y_RNA	113
2	190618190	190618285	ENSG00000223249.1	.	+	Y_RNA	96
2	201237898	201237992	ENSG00000201649.1	.	+	Y_RNA	95
2	201727875	201727970	ENSG00000252759.1	.	-	Y_RNA	96
2	202288236	202288327	ENSG00000202008.1	.	+	Y_RNA	92
2	202673404	202673505	ENSG00000202137.1	.	+	Y_RNA	102
2	206890317	206890421	ENSG00000207386.1	.	+	Y_RNA	105
2	207565789	207565909	ENSG00000207319.1	.	-	Y_RNA	121
2	208552684	208552783	ENSG00000200764.1	.	+	Y_RNA	100
2	211130687	211130798	ENSG00000199203.1	.	+	Y_RNA	112
2	217216126	217216227	ENSG00000207303.1	.	+	Y_RNA	102
2	223269704	223269814	ENSG00000200822.1	.	+	Y_RNA	111
2	233693363	233693461	ENSG00000199781.1	.	+	Y_RNA	99
2	234288489	234288601	ENSG00000201013.1	.	-	Y_RNA	113
2	237061715	237061816	ENSG00000207049.1	.	-	Y_RNA	102
3	5127863	5127964	ENSG00000207283.1	.	-	Y_RNA	102
3	15278507	15278600	ENSG00000252085.1	.	-	Y_RNA	94
3	23315298	23315401	ENSG00000206728.1	.	+	Y_RNA	104
3	27589248	27589349	ENSG00000238912.1	.	-	Y_RNA	102
3	32087365	32087471	ENSG00000252398.1	.	+	Y_RNA	107
3	37134624	37134725	ENSG00000206645.1	.	-	Y_RNA	102
3	38056059	38056160	ENSG00000200579.1	.	+	Y_RNA	102
3	38166783	38166885	ENSG00000201965.1	.	-	Y_RNA	103
3	38546971	38547072	ENSG00000207512.1	.	-	Y_RNA	102
3	41910490	41910587	ENSG00000251986.1	.	-	Y_RNA	98
3	43513969	43514088	ENSG00000251811.1	.	+	Y_RNA	120
3	45944679	45944790	ENSG00000201635.1	.	+	Y_RNA	112
3	47542573	47542672	ENSG00000272110.1	.	+	Y_RNA	100
3	47973298	47973404	ENSG00000199591.1	.	-	Y_RNA	107
3	48330077	48330184	ENSG00000199476.1	.	+	Y_RNA	108
3	49307565	49307672	ENSG00000199546.1	.	+	Y_RNA	108
3	53324658	53324769	ENSG00000206902.1	.	+	Y_RNA	112
3	57479394	57479507	ENSG00000212392.1	.	+	Y_RNA	114
3	57685500	57685575	ENSG00000223192.1	.	+	Y_RNA	76
3	61724801	61724903	ENSG00000252420.1	.	-	Y_RNA	103
3	65989514	65989615	ENSG00000202071.1	.	-	Y_RNA	102
3	74215203	74215290	ENSG00000212585.1	.	+	Y_RNA	88
3	76014131	76014220	ENSG00000222883.1	.	-	Y_RNA	90
3	88480341	88480459	ENSG00000207316.1	.	+	Y_RNA	119
3	93686770	93686864	ENSG00000201339.1	.	+	Y_RNA	95
3	101177374	101177470	ENSG00000201554.1	.	+	Y_RNA	97
3	101347154	101347250	ENSG00000212319.1	.	-	Y_RNA	97
3	101366265	101366366	ENSG00000201511.1	.	+	Y_RNA	102
3	101380904	101381008	ENSG00000201121.1	.	-	Y_RNA	105
3	101673921	101674029	ENSG00000202177.1	.	+	Y_RNA	109
3	106234744	106234845	ENSG00000200610.1	.	+	Y_RNA	102
3	106407525	106407626	ENSG00000200361.1	.	+	Y_RNA	102
3	110445868	110445968	ENSG00000201426.1	.	+	Y_RNA	101
3	119929167	119929268	ENSG00000206721.1	.	+	Y_RNA	102
3	121744042	121744151	ENSG00000202388.1	.	-	Y_RNA	110
3	125235823	125235930	ENSG00000201800.1	.	+	Y_RNA	108
3	125247088	125247193	ENSG00000252965.1	.	-	Y_RNA	106
3	126921215	126921316	ENSG00000212556.1	.	-	Y_RNA	102
3	129537775	129537876	ENSG00000202412.1	.	+	Y_RNA	102
3	130633185	130633296	ENSG00000252894.1	.	-	Y_RNA	112
